TXNAME	GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENST00000750564	ENSG00000181798	5	3	1	0	6	2
ENST00000750565	ENSG00000181798	0	0	0	0	0	1
ENST00000750567	ENSG00000181798	1	0	2	0	0	1
ENST00000750568	ENSG00000181798	0	1	0	1	0	2
ENST00000750569	ENSG00000181798	0	0	0	2	0	0
ENST00000750572	ENSG00000181798	0	0	0	0	0	2
ENST00000750573	ENSG00000181798	0	0	0	0	0	2
ENST00000750575	ENSG00000181798	1	1	1	4	0	1
ENST00000750578	ENSG00000181798	0	0	0	0	0	1
ENST00000750579	ENSG00000181798	0	4	0	0	5	0
ENST00000750580	ENSG00000181798	0	0	0	2	2	5
ENST00000750582	ENSG00000181798	1	0	0	0	0	2
ENST00000750583	ENSG00000181798	0	1	0	0	0	0
ENST00000750584	ENSG00000181798	0	0	1	0	0	0
ENST00000750585	ENSG00000181798	0	0	1	0	0	0
ENST00000750590	ENSG00000181798	2	1	1	0	2	2
ENST00000750591	ENSG00000181798	0	0	3	2	1	1
ENST00000750592	ENSG00000181798	0	0	0	2	1	2
ENST00000750593	ENSG00000181798	1	1	3	3	0	0
ENST00000750594	ENSG00000181798	0	2	1	1	2	0
ENST00000750595	ENSG00000181798	0	0	0	3	0	3
ENST00000750596	ENSG00000181798	0	0	0	0	0	1
ENST00000750597	ENSG00000181798	2	0	0	0	2	0
ENST00000750601	ENSG00000181798	6	0	0	1	0	0
ENST00000750605	ENSG00000181798	0	0	0	2	0	0
ENST00000750607	ENSG00000181798	0	2	0	6	1	0
ENST00000750609	ENSG00000289153	1	1	0	1	0	0
ENST00000750613	ENSG00000289153	4	5	1	0	0	0
ENST00000750615	ENSG00000289153	0	1	1	0	2	2
ENST00000750624	ENSG00000297732	0	0	0	0	1	0
ENST00000750625	ENSG00000297732	0	0	0	0	1	1
ENST00000750629	ENSG00000297732	0	0	0	1	0	0
ENST00000750630	ENSG00000297733	2	2	0	2	0	0
ENST00000750631	ENSG00000297734	0	0	4	0	1	0
ENST00000750648	ENSG00000236091	0	1	0	0	0	0
ENST00000750649	ENSG00000236091	8	8	17	24	17	20
ENST00000750650	ENSG00000236091	1	0	7	5	0	1
ENST00000750652	ENSG00000245694	0	0	0	0	0	1
ENST00000750657	ENSG00000245694	0	0	0	1	2	1
ENST00000750658	ENSG00000245694	0	0	0	0	4	1
ENST00000750660	ENSG00000245694	0	0	0	0	0	1
ENST00000750664	ENSG00000245694	0	0	0	0	1	0
ENST00000750665	ENSG00000245694	0	0	0	0	3	1
ENST00000750666	ENSG00000245694	0	0	0	0	5	0
ENST00000750667	ENSG00000245694	0	0	0	2	0	0
ENST00000750669	ENSG00000245694	0	0	0	0	0	2
ENST00000750670	ENSG00000245694	0	0	0	3	0	1
ENST00000750675	ENSG00000245694	0	0	0	0	2	0
ENST00000750676	ENSG00000245694	0	0	0	1	2	3
ENST00000750677	ENSG00000245694	0	0	0	0	1	2
ENST00000750680	ENSG00000245694	0	0	0	1	2	1
ENST00000750681	ENSG00000245694	0	0	0	2	0	0
ENST00000750685	ENSG00000245694	0	0	0	3	7	3
ENST00000750691	ENSG00000245694	0	0	0	0	0	1
ENST00000750692	ENSG00000245694	0	0	0	0	1	1
ENST00000750697	ENSG00000245694	0	0	0	0	1	0
ENST00000750701	ENSG00000245694	0	0	0	0	2	0
ENST00000750703	ENSG00000245694	0	0	0	0	1	1
ENST00000750707	ENSG00000245694	0	0	0	0	1	0
ENST00000750708	ENSG00000245694	0	0	0	1	0	0
ENST00000750728	ENSG00000245694	0	0	0	1	1	0
ENST00000750730	ENSG00000245694	0	0	0	1	0	0
ENST00000750733	ENSG00000245694	0	0	0	1	1	0
ENST00000750736	ENSG00000222020	0	0	2	0	1	0
ENST00000750737	ENSG00000222020	0	0	0	0	3	2
ENST00000750739	ENSG00000222020	0	1	0	0	0	2
ENST00000750740	ENSG00000222020	1	0	0	1	0	0
ENST00000750755	ENSG00000249572	0	0	0	2	0	0
ENST00000750759	ENSG00000297747	1	2	0	1	5	3
ENST00000750772	ENSG00000256811	0	0	0	1	0	0
ENST00000750779	ENSG00000297750	0	3	2	5	3	1
ENST00000750780	ENSG00000297750	9	17	20	8	11	11
ENST00000750783	ENSG00000297752	0	1	0	0	0	0
ENST00000750786	ENSG00000297753	1	2	5	0	1	1
ENST00000750787	ENSG00000297753	0	1	0	0	0	3
ENST00000750788	ENSG00000297753	3	0	0	0	1	0
ENST00000750789	ENSG00000251513	0	0	0	0	0	1
ENST00000750793	ENSG00000257588	35	44	20	0	0	0
ENST00000750794	ENSG00000257588	2	5	1	0	0	0
ENST00000750809	ENSG00000285725	0	1	0	0	0	0
ENST00000750814	ENSG00000285725	0	0	0	0	0	1
ENST00000750816	ENSG00000285725	0	2	0	0	0	0
ENST00000750817	ENSG00000285725	2	4	3	2	0	0
ENST00000750820	ENSG00000285725	5	3	3	1	2	8
ENST00000750821	ENSG00000285725	1	0	1	3	1	0
ENST00000750822	ENSG00000285725	0	1	0	0	0	0
ENST00000750826	ENSG00000285725	7	1	7	2	3	3
ENST00000750834	ENSG00000285725	4	3	1	1	6	0
ENST00000750835	ENSG00000285725	1	2	0	2	0	2
ENST00000750838	ENSG00000285725	5	12	0	6	5	7
ENST00000750839	ENSG00000285725	9	4	0	1	6	6
ENST00000750841	ENSG00000297761	0	1	2	5	9	10
ENST00000750844	ENSG00000297763	0	2	0	2	8	2
ENST00000750847	ENSG00000226125	0	1	0	0	0	0
ENST00000750848	ENSG00000226125	6	0	3	2	5	0
ENST00000750849	ENSG00000226125	1	1	1	5	6	3
ENST00000750871	ENSG00000297770	0	1	0	0	0	0
ENST00000750876	ENSG00000297772	15	29	38	58	0	55
ENST00000750882	ENSG00000297775	3	0	0	1	0	0
ENST00000750888	ENSG00000297778	19	6	11	7	2	2
ENST00000750903	ENSG00000293310	0	1	0	0	0	0
ENST00000750904	ENSG00000293310	1	0	0	0	0	0
ENST00000750908	ENSG00000293310	0	1	2	1	0	1
ENST00000750909	ENSG00000293310	0	0	1	1	0	0
ENST00000750913	ENSG00000293310	0	0	0	0	1	0
ENST00000750927	ENSG00000297781	1	0	0	1	0	0
ENST00000750930	ENSG00000297783	0	0	1	0	0	0
ENST00000750931	ENSG00000297784	2	2	3	27	2	2
ENST00000750940	ENSG00000297787	0	0	0	1	1	1
ENST00000750954	ENSG00000297791	0	0	0	13	11	14
ENST00000750956	ENSG00000297793	0	0	0	1	0	0
ENST00000750997	ENSG00000297798	0	0	0	0	1	0
ENST00000751013	ENSG00000297804	0	0	1	0	0	0
ENST00000751015	ENSG00000297805	0	0	0	1	0	0
ENST00000751017	ENSG00000297805	1	0	1	0	0	1
ENST00000751018	ENSG00000297805	0	0	3	4	0	3
ENST00000751020	ENSG00000297805	0	0	0	0	0	1
ENST00000751022	ENSG00000297805	3	0	3	6	8	2
ENST00000751023	ENSG00000297805	0	0	0	2	4	3
ENST00000751025	ENSG00000297805	1	0	1	0	0	0
ENST00000751026	ENSG00000297805	0	2	0	0	0	1
ENST00000751027	ENSG00000297805	0	0	0	0	0	1
ENST00000751028	ENSG00000297805	0	0	1	0	0	0
ENST00000751031	ENSG00000297805	0	0	1	1	0	1
ENST00000751032	ENSG00000297805	0	0	0	0	1	0
ENST00000751033	ENSG00000297805	0	0	0	0	0	1
ENST00000751035	ENSG00000297805	1	0	2	0	0	0
ENST00000751040	ENSG00000297805	0	0	0	1	1	0
ENST00000751054	ENSG00000297805	0	0	0	0	1	0
ENST00000751064	ENSG00000297805	0	2	0	1	0	0
ENST00000751077	ENSG00000297805	0	0	0	0	0	2
ENST00000751083	ENSG00000297805	0	0	0	0	1	0
ENST00000751122	ENSG00000297805	0	0	0	0	1	0
ENST00000751125	ENSG00000297805	0	0	0	1	0	0
ENST00000751135	ENSG00000297805	0	0	0	0	2	0
ENST00000751144	ENSG00000297806	60	32	155	17	7	28
ENST00000751146	ENSG00000297808	0	0	0	0	51	0
ENST00000751148	ENSG00000257052	0	2	7	0	2	0
ENST00000751170	ENSG00000297810	1	0	3	0	0	0
ENST00000751173	ENSG00000214293	0	1	0	0	1	1
ENST00000751174	ENSG00000214293	6	2	0	6	4	5
ENST00000751175	ENSG00000214293	1	1	4	3	1	5
ENST00000751176	ENSG00000214293	0	0	2	3	2	1
ENST00000751178	ENSG00000297814	0	3	41	0	6	3
ENST00000751184	ENSG00000236842	0	2	0	0	0	0
ENST00000751195	ENSG00000297818	0	0	1	0	0	0
ENST00000751202	ENSG00000297820	0	0	0	0	0	1
ENST00000751206	ENSG00000291091	0	1	0	0	0	0
ENST00000751207	ENSG00000291091	0	0	2	0	0	0
ENST00000751208	ENSG00000291091	0	0	0	2	2	1
ENST00000751220	ENSG00000291091	0	1	2	1	1	0
ENST00000751221	ENSG00000291091	0	0	1	0	0	0
ENST00000751222	ENSG00000291091	1	0	2	1	1	4
ENST00000751224	ENSG00000291091	0	3	1	0	0	0
ENST00000751225	ENSG00000291091	2	3	3	2	0	4
ENST00000751229	ENSG00000291091	0	1	0	0	0	0
ENST00000751232	ENSG00000291091	0	0	0	2	5	1
ENST00000751237	ENSG00000291091	0	1	3	1	0	2
ENST00000751240	ENSG00000291091	0	0	0	0	0	1
ENST00000751243	ENSG00000291091	0	0	0	2	0	0
ENST00000751250	ENSG00000291091	0	0	1	0	0	0
ENST00000751252	ENSG00000291091	2	0	0	0	0	0
ENST00000751255	ENSG00000291091	1	8	1	7	7	0
ENST00000751256	ENSG00000291091	4	0	0	3	0	0
ENST00000751258	ENSG00000291091	0	0	1	0	1	3
ENST00000751266	ENSG00000291091	0	0	1	0	0	0
ENST00000751274	ENSG00000253282	1	0	3	0	0	0
ENST00000751275	ENSG00000253282	0	0	0	0	1	0
ENST00000751281	ENSG00000297824	0	0	1	0	0	0
ENST00000751282	ENSG00000297825	0	0	0	2	0	0
ENST00000751283	ENSG00000297826	4	3	6	5	7	1
ENST00000751284	ENSG00000297827	0	0	0	1	2	0
ENST00000751287	ENSG00000287097	0	2	0	43	49	35
ENST00000751289	ENSG00000227492	0	3	0	0	0	0
ENST00000751290	ENSG00000227492	1	0	0	1	2	0
ENST00000751291	ENSG00000227492	0	1	0	0	0	2
ENST00000751294	ENSG00000227492	0	0	0	0	0	2
ENST00000751295	ENSG00000227492	0	0	0	0	2	0
ENST00000751299	ENSG00000227492	1	1	0	0	2	1
ENST00000751300	ENSG00000227492	0	1	0	0	0	2
ENST00000751301	ENSG00000227492	0	0	0	0	1	0
ENST00000751302	ENSG00000227492	0	1	0	0	0	0
ENST00000751310	ENSG00000297830	0	0	0	2	2	2
ENST00000751311	ENSG00000297831	0	0	0	1	1	0
ENST00000751312	ENSG00000297832	2	1	3	4	1	1
ENST00000751342	ENSG00000278970	0	0	0	3	0	1
ENST00000751343	ENSG00000278970	0	0	2	0	0	5
ENST00000751347	ENSG00000278970	0	0	0	2	6	5
ENST00000751348	ENSG00000278970	0	0	0	0	0	2
ENST00000751349	ENSG00000278970	11	0	0	0	0	18
ENST00000751352	ENSG00000297839	0	0	0	2	1	0
ENST00000751353	ENSG00000297839	0	0	1	2	0	1
ENST00000751354	ENSG00000297839	0	0	0	3	2	4
ENST00000751355	ENSG00000297839	0	0	0	0	0	7
ENST00000751356	ENSG00000297839	0	1	0	5	3	1
ENST00000751357	ENSG00000297839	0	0	0	15	8	12
ENST00000751358	ENSG00000297839	1	0	0	0	0	3
ENST00000751363	ENSG00000297842	0	0	0	1	0	0
ENST00000751366	ENSG00000277449	0	0	0	1	1	0
ENST00000751371	ENSG00000297847	0	0	0	0	0	1
ENST00000751372	ENSG00000297848	0	4	2	1	1	0
ENST00000751379	ENSG00000297849	0	0	0	1	0	0
ENST00000751406	ENSG00000297852	48	40	53	33	2	29
ENST00000751417	ENSG00000297857	7	2	1	2	2	0
ENST00000751431	ENSG00000297862	0	0	3	0	0	0
ENST00000751434	ENSG00000297862	0	0	0	0	1	0
ENST00000751435	ENSG00000297862	0	0	0	0	0	1
ENST00000751443	ENSG00000297865	0	4	1	3	5	2
ENST00000751449	ENSG00000297866	0	0	1	0	0	0
ENST00000751458	ENSG00000297868	0	0	0	0	1	0
ENST00000751464	ENSG00000297870	0	0	2	0	1	1
ENST00000751466	ENSG00000297870	0	0	0	0	1	0
ENST00000751468	ENSG00000297871	3	2	6	1	0	0
ENST00000751476	ENSG00000250343	1	4	3	1	1	1
ENST00000751503	ENSG00000235200	0	1	1	3	2	0
ENST00000751506	ENSG00000235200	1	0	0	0	2	1
ENST00000751508	ENSG00000235200	3	0	0	3	0	0
ENST00000751527	ENSG00000297879	0	3	0	1	0	0
ENST00000751530	ENSG00000297881	0	0	1	0	0	0
ENST00000751541	ENSG00000265554	2	0	0	1	1	4
ENST00000751542	ENSG00000265554	1	11	20	18	10	10
ENST00000751546	ENSG00000297885	6	2	2	0	2	0
ENST00000751555	ENSG00000290837	175	204	341	313	293	274
ENST00000751556	ENSG00000290837	9	6	4	11	13	7
ENST00000751557	ENSG00000290837	0	2	0	0	1	1
ENST00000751564	ENSG00000297890	3	0	2	0	0	0
ENST00000751567	ENSG00000297893	0	0	0	1	0	0
ENST00000751568	ENSG00000245060	3	1	2	19	33	20
ENST00000751569	ENSG00000245060	0	0	0	0	2	4
ENST00000751570	ENSG00000245060	0	0	0	0	1	1
ENST00000751572	ENSG00000245060	0	0	1	0	0	0
ENST00000751573	ENSG00000245060	3	2	0	5	1	2
ENST00000751574	ENSG00000245060	4	3	2	16	20	28
ENST00000751575	ENSG00000245060	5	5	3	0	8	6
ENST00000751576	ENSG00000245060	0	0	0	3	0	0
ENST00000751577	ENSG00000245060	0	0	0	1	2	1
ENST00000751578	ENSG00000245060	1	2	0	1	0	1
ENST00000751579	ENSG00000245060	0	0	0	0	1	1
ENST00000751580	ENSG00000245060	0	0	1	0	2	0
ENST00000751581	ENSG00000245060	2	2	2	0	2	0
ENST00000751582	ENSG00000245060	0	0	1	1	0	0
ENST00000751583	ENSG00000245060	10	11	8	10	21	9
ENST00000751584	ENSG00000245060	0	4	8	0	3	3
ENST00000751594	ENSG00000297898	0	0	0	1	0	0
ENST00000751598	ENSG00000297898	1	0	1	0	0	0
ENST00000751603	ENSG00000297899	0	0	0	1	0	0
ENST00000751610	ENSG00000236213	0	0	0	0	3	0
ENST00000751620	ENSG00000236213	0	0	0	0	0	1
ENST00000751638	ENSG00000297903	0	0	0	1	0	0
ENST00000751694	ENSG00000236213	0	0	0	1	0	0
ENST00000751699	ENSG00000236213	0	0	0	1	1	0
ENST00000751700	ENSG00000236213	0	0	0	0	2	4
ENST00000751702	ENSG00000236213	0	0	0	0	3	0
ENST00000751704	ENSG00000236213	0	0	0	1	0	0
ENST00000751705	ENSG00000236213	0	0	1	0	0	0
ENST00000751711	ENSG00000236213	0	2	2	18	18	13
ENST00000751743	ENSG00000297904	3	0	0	7	5	1
ENST00000751758	ENSG00000297909	0	0	0	3	0	0
ENST00000751764	ENSG00000289002	1	0	1	0	0	0
ENST00000751765	ENSG00000289002	0	0	0	0	0	3
ENST00000751766	ENSG00000289002	0	0	1	0	0	0
ENST00000751787	ENSG00000287158	0	0	0	3	5	2
ENST00000751799	ENSG00000287158	0	0	0	0	2	0
ENST00000751819	ENSG00000297914	0	1	0	3	3	0
ENST00000751822	ENSG00000297914	0	1	0	0	0	0
ENST00000751828	ENSG00000297917	0	0	0	1	0	0
ENST00000751829	ENSG00000297917	0	0	0	0	2	2
ENST00000751839	ENSG00000283078	0	0	0	0	1	0
ENST00000751841	ENSG00000283078	0	0	0	0	0	1
ENST00000751842	ENSG00000283078	0	0	0	1	2	0
ENST00000751843	ENSG00000283078	0	0	0	2	0	0
ENST00000751844	ENSG00000283078	0	0	1	0	0	0
ENST00000751846	ENSG00000203650	6	10	10	43	41	50
ENST00000751847	ENSG00000203650	1	2	5	0	0	0
ENST00000751865	ENSG00000258199	5	0	0	0	0	0
ENST00000751871	ENSG00000297930	0	0	0	1	0	0
ENST00000751874	ENSG00000297932	0	0	0	8	1	6
ENST00000751875	ENSG00000297932	0	0	0	0	1	0
ENST00000751876	ENSG00000297933	0	0	0	1	0	0
ENST00000751880	ENSG00000297934	0	0	0	2	0	0
ENST00000751882	ENSG00000297935	0	0	0	1	0	0
ENST00000751883	ENSG00000297935	0	0	0	1	0	0
ENST00000751922	ENSG00000250514	0	0	0	3	0	0
ENST00000751925	ENSG00000297941	0	1	0	15	18	16
ENST00000751927	ENSG00000297943	0	0	0	0	0	1
ENST00000751929	ENSG00000297943	0	0	0	0	0	1
ENST00000751930	ENSG00000297943	0	0	0	0	0	1
ENST00000751932	ENSG00000297944	0	0	0	0	3	2
ENST00000751933	ENSG00000297945	1	0	0	0	0	0
ENST00000751950	ENSG00000258673	0	1	0	0	0	0
ENST00000751996	ENSG00000237803	0	1	0	0	0	0
ENST00000752016	ENSG00000237803	0	1	0	2	1	0
ENST00000752018	ENSG00000237803	1	0	0	0	0	0
ENST00000752030	ENSG00000253730	9	5	5	6	27	24
ENST00000752031	ENSG00000253730	0	0	4	0	1	2
ENST00000752032	ENSG00000253730	0	0	0	0	1	0
ENST00000752038	ENSG00000286456	9	22	14	27	40	23
ENST00000752039	ENSG00000286456	3	0	3	1	1	0
ENST00000752041	ENSG00000286456	0	1	2	0	1	0
ENST00000752042	ENSG00000286456	3	7	10	2	0	6
ENST00000752043	ENSG00000286456	1	0	1	0	1	2
ENST00000752044	ENSG00000286456	0	0	0	5	0	6
ENST00000752046	ENSG00000286456	1	0	0	1	1	0
ENST00000752048	ENSG00000286456	1	2	5	0	3	2
ENST00000752049	ENSG00000286456	1	2	2	4	2	7
ENST00000752050	ENSG00000286456	0	0	0	0	1	0
ENST00000752051	ENSG00000286456	2	0	0	0	0	0
ENST00000752052	ENSG00000286456	2	6	15	3	0	1
ENST00000752053	ENSG00000286456	2	1	2	2	1	0
ENST00000752056	ENSG00000286456	10	23	20	1	2	5
ENST00000752057	ENSG00000286456	0	0	0	1	0	1
ENST00000752059	ENSG00000286456	0	10	4	0	0	0
ENST00000752061	ENSG00000286456	11	2	5	9	13	15
ENST00000752062	ENSG00000286456	0	0	1	0	0	1
ENST00000752207	ENSG00000297968	0	0	0	2	4	1
ENST00000752208	ENSG00000297968	0	0	0	4	0	1
ENST00000752209	ENSG00000297968	0	0	0	0	1	0
ENST00000752211	ENSG00000297968	0	0	0	4	1	1
ENST00000752212	ENSG00000297968	0	0	0	7	3	4
ENST00000752214	ENSG00000297968	0	0	0	3	0	0
ENST00000752218	ENSG00000297968	0	0	0	0	1	0
ENST00000752221	ENSG00000297968	0	0	0	1	1	3
ENST00000752224	ENSG00000291184	0	0	0	0	0	7
ENST00000752225	ENSG00000291184	0	0	0	3	0	0
ENST00000752227	ENSG00000291184	0	0	0	1	0	0
ENST00000752230	ENSG00000291184	0	0	0	3	1	6
ENST00000752258	ENSG00000255760	0	0	1	17	23	11
ENST00000752259	ENSG00000255760	0	0	4	9	1	0
ENST00000752262	ENSG00000234509	3	2	0	0	6	1
ENST00000752263	ENSG00000297976	0	2	0	0	0	1
ENST00000752268	ENSG00000297977	0	0	0	0	2	0
ENST00000752272	ENSG00000297977	0	0	0	0	1	0
ENST00000752276	ENSG00000297977	0	0	0	13	10	3
ENST00000752277	ENSG00000297977	0	0	1	11	14	11
ENST00000752278	ENSG00000297977	0	0	0	5	26	10
ENST00000752299	ENSG00000287349	0	0	0	79	91	86
ENST00000752305	ENSG00000287699	0	0	0	1	0	0
ENST00000752306	ENSG00000287699	0	0	0	7	18	0
ENST00000752323	ENSG00000287699	0	0	1	0	0	0
ENST00000752332	ENSG00000297983	0	0	0	0	0	1
ENST00000752334	ENSG00000297985	0	0	0	0	0	28
ENST00000752335	ENSG00000297985	0	0	0	8	0	0
ENST00000752336	ENSG00000297986	0	0	0	1	1	0
ENST00000752340	ENSG00000233532	1	13	13	79	102	75
ENST00000752349	ENSG00000246528	3	1	2	0	1	0
ENST00000752350	ENSG00000246528	0	0	2	1	1	0
ENST00000752351	ENSG00000246528	0	0	0	2	1	0
ENST00000752352	ENSG00000246528	0	1	5	3	4	3
ENST00000752353	ENSG00000246528	3	5	9	3	3	11
ENST00000752368	ENSG00000188511	0	0	0	1	0	0
ENST00000752375	ENSG00000287644	12	2	6	3	6	4
ENST00000752376	ENSG00000287644	0	0	0	0	1	0
ENST00000752378	ENSG00000297995	0	0	0	9	0	0
ENST00000752380	ENSG00000297995	0	3	0	1	2	0
ENST00000752383	ENSG00000297998	0	0	0	0	2	0
ENST00000752384	ENSG00000297999	0	3	1	0	1	1
ENST00000752386	ENSG00000298000	11	0	42	106	108	117
ENST00000752387	ENSG00000298000	0	3	6	1	0	1
ENST00000752388	ENSG00000298000	0	3	6	2	6	2
ENST00000752389	ENSG00000298000	0	0	0	0	1	0
ENST00000752390	ENSG00000298000	1	0	0	4	7	0
ENST00000752425	ENSG00000298003	0	0	0	0	0	1
ENST00000752430	ENSG00000225465	0	0	0	0	2	0
ENST00000752431	ENSG00000225465	0	0	1	20	14	29
ENST00000752451	ENSG00000251584	0	1	2	0	0	0
ENST00000752455	ENSG00000251584	0	1	0	0	0	0
ENST00000752456	ENSG00000251584	0	1	2	0	0	0
ENST00000752457	ENSG00000251584	0	1	0	0	0	0
ENST00000752460	ENSG00000251584	1	1	0	0	0	0
ENST00000752463	ENSG00000251584	65	4	0	0	0	0
ENST00000752464	ENSG00000251584	14	9	13	0	2	0
ENST00000752465	ENSG00000298007	0	0	1	1	1	0
ENST00000752469	ENSG00000287697	4	8	6	9	8	19
ENST00000752471	ENSG00000298008	0	0	1	0	0	0
ENST00000752475	ENSG00000298011	1	2	3	0	0	0
ENST00000752476	ENSG00000298012	0	0	0	3	4	0
ENST00000752477	ENSG00000298013	0	0	0	5	1	5
ENST00000752484	ENSG00000287985	5	0	2	1	6	2
ENST00000752485	ENSG00000287985	0	0	0	1	1	1
ENST00000752486	ENSG00000234900	0	0	0	0	1	0
ENST00000752494	ENSG00000298016	0	1	0	0	0	0
ENST00000752497	ENSG00000223461	0	0	0	2	3	1
ENST00000752500	ENSG00000223461	0	0	0	0	1	1
ENST00000752506	ENSG00000298018	5	5	5	0	0	0
ENST00000752523	ENSG00000258733	0	0	1	2	3	7
ENST00000752524	ENSG00000258733	0	0	0	0	2	2
ENST00000752525	ENSG00000258733	0	1	1	0	1	0
ENST00000752527	ENSG00000258733	0	0	0	2	0	3
ENST00000752529	ENSG00000258733	6	2	4	5	10	6
ENST00000752531	ENSG00000298021	3	0	1	119	151	94
ENST00000752532	ENSG00000298022	0	2	0	1	5	4
ENST00000752538	ENSG00000243491	0	0	0	0	0	1
ENST00000752544	ENSG00000272691	1	3	2	2	0	0
ENST00000752545	ENSG00000272691	0	0	0	1	0	0
ENST00000752546	ENSG00000298025	11	12	42	13	18	5
ENST00000752547	ENSG00000298026	0	0	0	0	0	1
ENST00000752555	ENSG00000246067	0	0	0	0	2	0
ENST00000752556	ENSG00000246067	0	0	0	1	1	0
ENST00000752557	ENSG00000246067	0	0	0	0	0	1
ENST00000752559	ENSG00000246067	0	0	2	2	1	2
ENST00000752560	ENSG00000246067	2	0	5	1	1	5
ENST00000752562	ENSG00000246067	2	1	1	1	2	9
ENST00000752563	ENSG00000246067	1	2	0	12	7	2
ENST00000752564	ENSG00000246067	2	0	3	2	20	0
ENST00000752565	ENSG00000246067	0	0	0	2	1	0
ENST00000752566	ENSG00000298027	171	101	153	3	276	287
ENST00000752581	ENSG00000293043	0	0	1	0	0	0
ENST00000752584	ENSG00000298034	9	7	5	0	0	0
ENST00000752586	ENSG00000298035	6	3	0	7	5	8
ENST00000752587	ENSG00000298035	0	0	0	0	0	4
ENST00000752589	ENSG00000298035	0	1	0	10	14	4
ENST00000752590	ENSG00000298035	0	1	0	0	1	1
ENST00000752592	ENSG00000298035	0	2	5	0	4	3
ENST00000752594	ENSG00000298035	0	0	0	0	0	1
ENST00000752595	ENSG00000298035	0	0	1	1	0	0
ENST00000752596	ENSG00000298035	0	0	0	0	1	0
ENST00000752610	ENSG00000298040	1	5	13	3	18	13
ENST00000752611	ENSG00000259345	0	0	0	0	0	1
ENST00000752612	ENSG00000259345	0	0	0	0	1	0
ENST00000752619	ENSG00000290399	0	0	0	0	0	1
ENST00000752621	ENSG00000290399	0	0	0	2	1	0
ENST00000752622	ENSG00000290399	0	0	0	3	0	0
ENST00000752624	ENSG00000290399	0	0	0	1	0	0
ENST00000752630	ENSG00000290399	0	0	0	1	0	0
ENST00000752637	ENSG00000290399	0	0	0	1	0	0
ENST00000752640	ENSG00000290399	0	0	0	0	0	1
ENST00000752645	ENSG00000290399	0	0	0	0	0	1
ENST00000752648	ENSG00000290399	0	0	0	0	0	1
ENST00000752669	ENSG00000290399	0	0	0	1	0	0
ENST00000752685	ENSG00000298043	0	0	0	0	0	1
ENST00000752691	ENSG00000253404	0	0	0	0	1	1
ENST00000752692	ENSG00000253404	0	0	1	10	11	10
ENST00000752698	ENSG00000278200	0	0	0	2	0	0
ENST00000752699	ENSG00000278200	0	0	0	0	3	1
ENST00000752721	ENSG00000298049	0	0	0	0	1	1
ENST00000752726	ENSG00000298052	0	0	0	1	0	0
ENST00000752730	ENSG00000298052	0	0	0	2	0	0
ENST00000752731	ENSG00000298052	0	0	0	0	2	0
ENST00000752736	ENSG00000298052	0	0	0	5	5	1
ENST00000752738	ENSG00000298052	0	0	0	0	1	1
ENST00000752741	ENSG00000230513	0	0	0	0	0	1
ENST00000752742	ENSG00000230513	0	0	0	3	0	1
ENST00000752748	ENSG00000298055	0	0	0	0	0	1
ENST00000752754	ENSG00000298058	0	0	0	0	0	1
ENST00000752766	ENSG00000229431	0	0	0	0	0	1
ENST00000752767	ENSG00000229431	1	2	1	0	0	1
ENST00000752777	ENSG00000298064	0	0	0	0	0	5
ENST00000752781	ENSG00000298065	0	0	1	0	0	0
ENST00000752784	ENSG00000298065	11	2	0	1	0	0
ENST00000752788	ENSG00000293194	1	1	0	0	0	0
ENST00000752789	ENSG00000293194	3	1	5	3	3	4
ENST00000752790	ENSG00000293194	9	10	9	12	13	10
ENST00000752791	ENSG00000293194	2	0	0	0	0	0
ENST00000752792	ENSG00000293194	17	14	21	2	1	3
ENST00000752793	ENSG00000293194	26	9	22	2	10	6
ENST00000752796	ENSG00000298067	3	0	1	2	0	0
ENST00000752798	ENSG00000266916	6	4	6	23	22	13
ENST00000752799	ENSG00000266916	0	0	0	0	5	0
ENST00000752800	ENSG00000266916	0	2	0	0	0	0
ENST00000752801	ENSG00000266916	0	0	0	0	1	0
ENST00000752840	ENSG00000298073	0	0	0	18	11	29
ENST00000752841	ENSG00000298074	8	1	7	0	1	1
ENST00000752845	ENSG00000298075	0	1	0	2	3	3
ENST00000752850	ENSG00000226004	0	0	0	0	3	0
ENST00000752857	ENSG00000229431	0	0	0	0	0	2
ENST00000752862	ENSG00000298080	1	0	1	0	4	1
ENST00000752903	ENSG00000298094	1	0	0	0	0	0
ENST00000752919	ENSG00000298096	2	0	1	0	0	0
ENST00000752923	ENSG00000298098	5	3	3	3	3	2
ENST00000752926	ENSG00000298100	0	0	0	0	0	1
ENST00000752927	ENSG00000298100	0	0	0	0	0	3
ENST00000752931	ENSG00000298100	0	0	0	1	1	0
ENST00000752933	ENSG00000298100	0	0	0	0	2	0
ENST00000752934	ENSG00000298100	0	0	0	0	0	1
ENST00000752935	ENSG00000298100	0	0	0	0	3	4
ENST00000752959	ENSG00000298103	0	1	0	0	0	0
ENST00000752960	ENSG00000253190	0	1	0	0	0	2
ENST00000752966	ENSG00000298105	3	1	2	2	0	0
ENST00000752974	ENSG00000237819	0	0	0	0	2	0
ENST00000752975	ENSG00000237819	0	2	0	0	0	0
