TXNAME	R2_HCC827	R3_HCC827	R1_HCC827	R3_H1975	R1_H1975	R2_H1975
ENST00000806974	0	0	1	1	1.5	0
ENST00000806975	1	0	1	1	0	0
ENST00000806976	0	2	0	0	0	0
ENST00000806983	0	2.51301	0.5	5	0	3
ENST00000806987	0	0	0	1	0	0
ENST00000807013	0	0	1	0	1	0
ENST00000807017	0	0	0	2	0	0
ENST00000807023	8	0	9	4	4	3
ENST00000807029	0	0	1	0	0	0
ENST00000807041	4	3	7.90969	4	4	7
ENST00000807042	0	1	3.09031	1	0	0
ENST00000807049	0	0	0	2	0.8	3
ENST00000807052	0	0	0	1	0.8	0
ENST00000807054	0	1	0	1	0.8	4
ENST00000807056	0	0	1	0	0	0
ENST00000807058	0	0	0	0	1	0
ENST00000807075	1	4	2	6	0	6
ENST00000807076	1	0	2	0	3	0
ENST00000807101	0	2.61398	0	0	0	0
ENST00000807117	5	0	0	13	3	7
ENST00000807126	6	1	1	1	2	0
ENST00000807137	0	0	2	1	0	0
ENST00000807154	0	0	0	0	0	1
ENST00000807160	0	1	0.5	4	9.81818	8
ENST00000807168	2	0	0	6.11054	8.82512	10.79492
ENST00000807172	0	0	2.15477	18.26123	20.68086	13.97365
ENST00000807173	0	1.13426	0	4.03628	7.16981	0
ENST00000807186	3	0	3.0519	0	3.03638	3.23848
ENST00000807195	0	0	0	8.4341	7.0849	6.47695
ENST00000807203	0	0	0	0	0	1.11404
ENST00000807206	0	1	0	11.20266	10.12128	11.10825
ENST00000807207	1	0	0	1.01842	1.01213	0
ENST00000807208	0	0	0	1.27316	0	0
ENST00000807209	1.20822	2.40703	0	8.9121	12.1041	8.83245
ENST00000807210	0.63193	0	1	3.07736	2.0078	3
ENST00000807215	0	0	0	3.01562	3.17016	1
ENST00000807216	1	0	0	0	0	0
ENST00000807225	1.79178	2.59297	3.04024	6.06745	9.12191	24.43337
ENST00000807232	0	0	0	0	1.13637	0
ENST00000807263	0	0	0	1	2	1
ENST00000807275	0	0	0.25	5	2	1
ENST00000807278	0	0	0.25	0	2	0
ENST00000807284	0	1	0	0	7.75944	0
ENST00000807285	0	0	0	8.73528	1.37129	3.15365
ENST00000807289	0	0	0	0	0	3.09393
ENST00000807292	0	0	0	8.58216	11.26381	10.33886
ENST00000807296	0	0	1	2.02109	6.25286	2.00772
ENST00000807297	0	1	0	0	0	2.00772
ENST00000807299	9.56417	3	2.22222	163.38748	192.49361	160.51318
ENST00000807300	3.43583	3	7.77778	81.26884	72.71247	80.91471
ENST00000807306	0	0	0	0	1	0
ENST00000807324	0	0	0	2	0	0
ENST00000807346	1	0	1.70732	3.1707	3	0
ENST00000807347	0	0	0	0	0	3.54422
ENST00000807354	2	2	1	0	0	0.33333
ENST00000807362	0	0	1	0	2.06262	0
ENST00000807363	0	0	0	1.47178	1.80494	0
ENST00000807364	7.71121	6	0	1.52822	5.06983	7.20408
ENST00000807365	1.28879	0	0	0	0	0
ENST00000807366	0	0	0	0	2.06262	2.79592
ENST00000807368	34.71144	22.14502	42.62914	64.6616	46.4191	44.61672
ENST00000807369	0	0	0	2.31368	3.07498	1.04474
ENST00000807370	39.82162	20.45397	32.9147	20.37243	52.41503	43.06233
ENST00000807371	6.38855	1.13064	14.30949	7.37483	15.7714	6.18813
ENST00000807372	0	1.06591	0	2.27916	1.0606	1.08335
ENST00000807398	0	0	0	3.04371	4	3
ENST00000807400	0	0	0	1.01457	0	0
ENST00000807418	5	1	8	2	9	3
ENST00000807420	23.41525	44.75843	52.39958	20.71266	13.64547	15.9375
ENST00000807421	5.32165	6.86593	3.83412	4.14253	2.48099	4
ENST00000807422	0	1.01724	2.55608	1.03563	1.2405	1.0625
ENST00000807423	3.19299	0	1.65429	1.03563	2.48099	3.41182
ENST00000807424	0	2.28864	1.27804	0	0	2
ENST00000807425	0	1.01724	0	0	2.48099	0
ENST00000807426	1.07011	3.03529	1.35168	2.07355	1.30132	1
ENST00000807428	0	1.01724	1.19497	5	2.36973	0
ENST00000807461	0	1	0	0	0	1
ENST00000807462	0	1.33333	0	0	3.75	0
ENST00000807463	5	2.66667	2	3	1.25	2
ENST00000807465	7	9	16	6	17.94383	11
ENST00000807467	11	3	11	5	1	1
ENST00000807469	2.9771	0	8.33093	0	7.69635	1.93945
ENST00000807470	2.9771	12.03355	10.05553	6	0	1.59767
ENST00000807472	0	0	2.80677	0	0	1.23144
ENST00000807476	2.9771	0	0	0	0	0
ENST00000807477	6	0	1	4.05642	3	2.67902
ENST00000807484	4.26707	4.04616	0	27.9561	20.48906	23.16216
ENST00000807485	18.73136	18.45955	17.63664	39.16205	46.61246	36.35131
ENST00000807486	0.00157	4.49429	5.36336	5.88186	13.89848	7.48653
ENST00000807490	0	0	0	0	0	1
ENST00000807491	0	0.5	0	0	2	2
ENST00000807492	0	0	0	1.05693	1	0
ENST00000807493	0	0	0	1.05693	1	0
ENST00000807499	2	0	0	0	1	0
ENST00000807503	0	1	0	1	1	1
ENST00000807524	3	0	0	0	0	0
ENST00000807527	0	1	0	0	0	0
ENST00000807576	8.33333	4	14	6	9	2
ENST00000807577	14.58333	31	27	24	22	21
ENST00000807580	6	2	5	8	12	7
ENST00000807599	31	10	11	2	25	2
ENST00000807600	1	0	0	2	2	2
ENST00000807601	1	0	0	1	0	2
ENST00000807602	0	3	0	5	3	3
ENST00000807604	0	0	1	0	4	0
ENST00000807619	0	0	0	0	2	0
ENST00000807623	0	0	0	0	0	2
ENST00000807637	0	0	0	7.7729	5.20909	3
ENST00000807638	0	0	0	0	1.05837	2
ENST00000807639	0	0	5	5	8.18605	6
ENST00000807640	0	0	0	9	3.06977	7
ENST00000807641	0	0	0	0	1.02326	0
ENST00000807642	0	0	0	1	0	0
ENST00000807644	2	5	6	5	6	9
ENST00000807654	3	0	2	0.85375	12.85195	5
ENST00000807655	0	0	2	1	1	0
ENST00000807730	0	0	0	0	2	0
ENST00000807731	0	0	0	2.21909	0	0
ENST00000807733	0	0	0	2.21581	0.83125	0
ENST00000807735	0	3.51167	0	0	0	0
ENST00000807740	1.68947	0.5791	2.3095	0.54938	2.22447	0
ENST00000807750	5.71846	7.05827	2.36684	2.21909	4.44894	1.05413
ENST00000807757	0	0	0	0	2.22447	6.32475
ENST00000807759	1	3.5	3	1.66667	3	1
ENST00000807760	0	0	2	3.33333	3	1
ENST00000807761	3	3.5	3	10	5	13
ENST00000807780	0	0	1	5.00311	3.68061	1.91351
ENST00000807781	0	0	1	0	1	0
ENST00000807784	0	0	0	37	32	28
ENST00000807797	0	1	0	3	7	4
ENST00000807801	0	0	0	1	0	0
ENST00000807802	0	0	0	0	1	0
ENST00000807804	0	0	0	0	1	1.11111
ENST00000807805	0	0	0	0	1	6.66667
ENST00000807819	0	1	1	0	0.125	0
ENST00000807829	24.49727	17.51771	26.89652	43.38251	62.55478	62.27114
ENST00000807830	0	0	0	0	1.06823	0
ENST00000807838	0	3	1.01485	1	0	1.01155
ENST00000807839	0	0	0	1	1.04087	1.01155
ENST00000807867	3	3	14	8	13	4
ENST00000807978	0	0	2	2	1	1
ENST00000808009	1.66667	1.33333	3.5	2	13	0.66667
ENST00000808029	3	0	0	0	0	0
ENST00000808065	0	0	0	5.63413	0	0
ENST00000808074	3	7.45616	11	1	1	4
ENST00000808078	0	1.06517	3	0	0	0
ENST00000808079	0	0	2	0	0	0
ENST00000808106	0	0	0	1e-05	1.40748	1.97107
ENST00000808129	0	0	0	0	1.10693	0
ENST00000808136	0	0	0	0	18.9925	20.86383
ENST00000808146	0	0	0	1.14566	5.29708	3.38427
ENST00000808147	0	0	0	3.50112	17.52636	1.16696
ENST00000808148	4	0	0	4.8282	2.25801	10.86878
ENST00000808158	0	0	0	1.21062	4	1.90339
ENST00000808176	0	3	0	0	0	0
ENST00000808182	0	0	0	0	0	1
ENST00000808207	2	0	1.06125	0	1	3
ENST00000808221	13	9	18	8	7	8
ENST00000808230	0	4.16155	1	0	0	2
ENST00000808256	0	0	0	0	0	1
ENST00000808261	0	1	0	4	0.36257	6
ENST00000808280	0	0	0.5	6.77084	2.29887	4.52233
ENST00000808292	0	0	0	1.42195	0	0
ENST00000808298	0	0	0	2	0	1
ENST00000808299	0	1	0	1	3	0
ENST00000808300	0	1.03091	1.03921	0	0	0
ENST00000808311	0	0	0	1	0	3
ENST00000808312	0	0	0	1.5	0	0
ENST00000808316	0	0	0	2	1.9581	2.85714
ENST00000808317	0	0	0	0	1	0
ENST00000808325	2	4.12556	1	1	4	0
ENST00000808330	2	1.03091	0	3	0	0
ENST00000808357	0	0	0	1	3	0
ENST00000808358	0	0	0	0	0	5
ENST00000808360	1	1	4	1	1	3.05462
ENST00000808370	3	0	1.06117	1.13473	3.5	6.83403
ENST00000808374	0	0	2	2	4	6
ENST00000808377	0	0	0	2	0	0
ENST00000808384	1	2	0	0	1	0
ENST00000808386	6	9	15	36	38	39
ENST00000808425	0.5	0	0	1.16129	0	0
ENST00000808426	0.5	0	0	34.83871	35	29
ENST00000808440	1	2	0	4	3.93586	4
ENST00000808442	0	0	0	1	9.24056	2.7138
ENST00000808443	0	0	0	0	2.03865	0
ENST00000808444	0	0	0	5	15.01592	22.34389
ENST00000808452	0	0	0	4	4	2
ENST00000808453	0	0	0	0	2	0
ENST00000808454	0	0	0	17	17	10.54523
ENST00000808488	4	0.25	0	0	0	0
ENST00000808489	0	0.25	1	0	0	0
ENST00000808578	0	0	2	0.6	0	0
ENST00000808681	4.37692	1.14674	0	2	6.58968	0
ENST00000808699	0	0	0	2	0	1
ENST00000808705	0	0	3.54485	0	0	0
ENST00000808759	1.05541	0	0	0	0	0
ENST00000808760	8	7	7.36895	1	5	1
ENST00000808769	1	1	2.10541	0	0	0
ENST00000808778	11.34324	5.66667	20.98427	40.01164	25.07536	24.14511
ENST00000808802	0	0	2	1	0	0
ENST00000808804	6	8	7	11	11	1
ENST00000808809	7	11	24	17	22	16
ENST00000808814	0	0	0	0	1	0
ENST00000808817	3	1	0.33333	3	4.02767	1
ENST00000808818	0	0	0.33333	6	0	3
ENST00000808821	1	2	7	3	12	4
ENST00000808878	0	6.96956	0	16.94188	3.93705	3.17779
ENST00000808879	0	4.03044	0.5	6.91644	1.24625	8.82221
ENST00000808881	2	4	0	30.53267	25.17166	26.23848
ENST00000808882	1	0	0	5.26425	3.14646	3.14862
ENST00000808883	2	2	4	1	1	3
ENST00000808884	0	1	0	1.14168	0	0
ENST00000808885	0	0	0	5.20308	8.49858	2.61291
ENST00000808899	0	0	0	0	1	0
ENST00000808923	0	0	0	1	1	2
ENST00000808932	0	0	0	3.90851	0	0
ENST00000808938	8	3	6	13.6	10	14
ENST00000808939	0	0	0	3.4	0	1
ENST00000808943	0	2.16667	0	3.18644	6.17284	3.33333
ENST00000808947	0	0	1	0	0	0
ENST00000808948	1	1	2	2	0	0
ENST00000808949	0	1	0	0	0	0
ENST00000808951	0	0	2	0	0	0
ENST00000808954	0	0	1	0	0	0
ENST00000808978	3.42857	0	2.5	0	0	0
ENST00000808979	3.42857	0	0	0	0	0
ENST00000808980	1.14286	7	0	0	0	0
ENST00000809033	0	0	1	0	0	0
ENST00000809038	0	0	0	0	1	0
ENST00000809046	6.33104	3.75522	7.6248	0	5	4
ENST00000809060	0	1	0	0	0	0
ENST00000809067	0	0	0	0	0	1.03509
ENST00000809100	1.25	2	2	0	0	0
ENST00000809102	3.75	4	0	0	2	2
ENST00000809104	0	0	0	0	1	1
ENST00000809105	72	74.62923	112.80365	15.58825	28.18885	26.43605
ENST00000809106	0	3.34161	2.19036	3.34034	5.42093	11.49393
ENST00000809113	0	0	0	0	1	0
ENST00000809126	2	0	0	0	1	0
ENST00000809163	17.62513	26.87856	20.95615	6.2437	3.20372	3.56562
ENST00000809164	4.47593	10.81549	12.58044	0	1.06791	1.18854
ENST00000809167	2.04481	0	2.03636	2	2	1
ENST00000809171	16.07019	21.68634	22.92064	4.95042	7.80437	6.56002
ENST00000809172	6.15355	9.06484	3	0	0	0
ENST00000809195	0.88809	3.17059	1.36556	0.70041	2.40097	1.3771
ENST00000809222	0	1.39478	0	0.34562	0	0
ENST00000809224	0	2.81841	1.14126	0	8.40903	6.213
ENST00000809226	0	0	0	3	4	1
ENST00000809227	0	0	0	0	0	1
ENST00000809228	0	0	2	0	0	1
ENST00000809243	0	1	0	0	3	4
ENST00000809245	0	0	0	1	0	0
ENST00000809250	0	0	1	0	2.34224	1
ENST00000809251	0	2	0	1.69531	1.48663	3
ENST00000809254	0	0	1	0	0	0
ENST00000809265	1.1896	2.22676	4.71502	0	0	0
ENST00000809266	1.70735	7.74518	9.56597	33.84761	41.11471	49.49783
ENST00000809267	9.24514	19.87078	28.20281	0	0	0
ENST00000809268	0	1.11338	0	3.30514	1.12666	0
ENST00000809269	0	0	0	0	2.17324	1.09586
ENST00000809271	0	0	0	0	0	1.09586
ENST00000809274	0	0	1.10396	0	0	0
ENST00000809275	0	0	0	2.19048	0	0
ENST00000809280	0	0	2.35024	0	0	0
ENST00000809282	0	0	0	2.19151	2.20435	3.26784
ENST00000809328	0	0	0	1	2	3
ENST00000809344	0	0	0	0	0	1.1
ENST00000809367	1	0	0	6	6.85714	3
ENST00000809372	0	0	0	0	1.14286	1
ENST00000809379	15.50635	12.04675	16.13037	11.15913	9.39516	12
ENST00000809380	10.49365	7.95325	7.86963	9.84087	10.60484	0
ENST00000809384	0	0	0	0	1	1
ENST00000809439	0	0	0	1	1.17112	0
ENST00000809442	2	0	0	0	0	0
ENST00000809443	3	2	1	3	5	4
ENST00000809445	0	2	0	0	0	0
ENST00000809446	0	1	0	0	0	0
ENST00000809447	20	7	28	6	5	6
ENST00000809451	97.85648	129.36895	174.80352	232.71669	205.37899	226.52217
ENST00000809453	0	6.07741	5.15461	9.15696	7	8.09713
ENST00000809457	1	1	1	0	0	1
ENST00000809458	0	0	0	3	7.52847	0.5
ENST00000809467	2	0	1	1	2	3
ENST00000809468	0	3	4	14	15	10
ENST00000809472	0	0	0	0	3	0
ENST00000809476	0	0	0	0	2	0
ENST00000809478	3.2164	6.27118	1.05282	1.05972	3.14238	0
ENST00000809479	0	0	0	2.3223	2.14119	0
ENST00000809481	0	0	2.02457	5.0343	1.00529	1.00728
ENST00000809509	1	1	0	2	0	0
ENST00000809515	0	1	0	0	0	1
ENST00000809520	0	0	0	0	0	1
ENST00000809526	0	1	5	3	4	3
ENST00000809541	0.5	2	2	16.45311	10	12
ENST00000809542	0	0	0	0	1	1
ENST00000809544	1	0	0	10.80302	5.55556	8
ENST00000809545	0	0	0	0	1.11111	0
ENST00000809549	0	0	0	1.20034	2.22222	0
ENST00000809552	0	0	1	4.80134	0	0
ENST00000809558	0.33333	0	4	2	0.5	0
ENST00000809559	0	0	0	0	4	6
ENST00000809567	1	0	0	1	1	0
ENST00000809569	7	8	2.02897	9	4	6
ENST00000809570	3	4	2.02897	0	1	0
ENST00000809571	1	0	0	0	2	0
ENST00000809573	16.12159	4.73941	17.27878	4	7.33485	8
ENST00000809574	16.12159	4.73941	11.10779	1	0	0
ENST00000809575	21.27676	11.30067	27.51	31.71325	28.06643	29.56363
ENST00000809580	4.26562	5	6.24534	3.34892	1.03608	7.12096
ENST00000809581	1	2	4.16356	2.23261	3.10823	0
ENST00000809582	0.66797	6	2.08612	3.44168	4.14684	4.46247
ENST00000809583	1.06641	0	4.16356	0	0	0
ENST00000809584	4.48006	1.11541	3.38691	0	1.30757	1.85293
ENST00000809585	0	0	0	1.11631	0	0
ENST00000809588	0	0	0	1.14723	0	0
ENST00000809595	15	10	6	11	10	13
ENST00000809596	0	0	0	2	0	0
ENST00000809622	0.5	0	0	0	4.8	0
ENST00000809638	0	0	0	1	0	0
ENST00000809639	0	0	0	1	0	0
ENST00000809679	4	1	0	3	3	2.66667
ENST00000809680	1	0	2	1	0	5.33333
ENST00000809681	1	0	3	0	0	0
ENST00000809694	1	5	7	3	0	3
ENST00000809700	0	0	0	7.58333	12.6	7.41176
ENST00000809701	0	1	0	5.41667	8.4	10.58824
ENST00000809702	0	0	0	0	2	0
ENST00000809708	0	0	0	0	0	2
ENST00000809714	7	3	1.11253	1.33333	1.606	1
ENST00000809716	0	3	8.88747	2.66667	3.18201	1
ENST00000809717	0	0	0	0	3.212	0
ENST00000809725	1	0	0	0	2	1
ENST00000809747	7	3	8	14	27	3
ENST00000809803	0	0	0	1.221	0	5.35848
ENST00000809808	3.34554	9.92986	15.33333	23.87709	17.46123	15.4
ENST00000809809	10.80985	10.33695	7.66667	7.70589	15.66638	6.6
ENST00000809811	0	0	0	0	1	0
ENST00000809812	3.375	3	3	3.5	3.18678	3
ENST00000809813	0	0	0	2	0	0
ENST00000809815	0	0	0	0	1	0
ENST00000809829	11	20.71429	21.95417	6	6	10
ENST00000809847	1.8982	0	1	2	0	1
ENST00000809851	0	0	1	0	0	0
ENST00000809862	0	0	1	0	2	0
ENST00000809865	0	0	0	1	2	0
ENST00000809875	0	2	0	0	0	0
ENST00000809878	0	0	1.04583	15	16	6
ENST00000809881	0	0	0	4	11	9
ENST00000809884	0	0.33333	0	0	0	1
ENST00000809885	0	0	0	3	2	1
ENST00000809886	0	0	0	2	1	1
ENST00000809908	4	4.772	7	1.22526	2	6
ENST00000809909	6	1.228	2	4.90103	2	5
ENST00000809910	28	26	38	76	83	70
ENST00000809917	0	0	0	1	1	1
ENST00000809921	0	0	0	4	1	0
ENST00000809922	0	0	0	2	0	2
ENST00000809925	0	4	0	0	0	0
ENST00000809926	0	0	0	1	0	0
ENST00000809928	0	2	1	0	0	1
ENST00000809929	1	3	2	3	1.5	1
ENST00000809930	3	0	2	0	1.5	0
ENST00000809931	0	0	3	0.5	0	4
ENST00000809932	1	0	3	0.5	1	1
ENST00000809965	0	0.27118	0	0	5.08686	0
ENST00000809982	0	2.66002	9.02158	0	0	3.40286
ENST00000809986	0.29779	4.05898	0.68879	0.99774	0	2
ENST00000809987	2.19286	0	4.2978	0.55831	0	0
ENST00000809988	0	0	1	1	5	3
ENST00000809993	0	0	0	0	0	1
ENST00000809994	0	0	0	2	3	0
ENST00000810050	0	0	0	0	0	1
ENST00000810057	1.2	1	0	0	0	1
ENST00000810058	4.8	4	5	4	3	2
ENST00000810059	0	2	0	1	3	0
ENST00000810060	3	17	12	14	18	16
ENST00000810062	6.75841	3.21617	0	5.15217	2.0924	4.1634
ENST00000810063	1.43493	16.00566	6.51885	0	0	1.87289
ENST00000810064	7.28896	0	0	0	2.51306	0
ENST00000810069	5	0	0	0	3	0
ENST00000810102	0.33333	0	5	2	0	0
ENST00000810111	3	0	0	0	0	0
ENST00000810115	1	5	2	26.65	16.5695	15.27273
ENST00000810116	4	1	1	14.35	15.4305	12.72727
ENST00000810124	12	16.94118	11.78571	10.58824	11.42308	5
ENST00000810128	3.29247	10.49793	19.91966	18.721	28.27931	32.45498
ENST00000810129	9.8525	8.86778	6.86513	30.82754	53.7562	60.87898
ENST00000810132	4.0427	0	2.10215	2.05696	1.07955	0
ENST00000810135	0	0	1.10864	2.23213	4.30181	5.4981
ENST00000810136	0	1.03252	1.10864	7.08238	1.06108	0
ENST00000810138	0.25	3	0	0	1.43968	2.30316
ENST00000810141	0.25	0.41672	0	0	1.47824	5.19137
ENST00000810142	0	1.07328	0	0	1.38011	0
ENST00000810143	0	1.07328	1.47185	3.7254	0	0
ENST00000810146	0	1.03252	2.9437	0	0	1.21329
ENST00000810154	0	0	1	1	5	1
ENST00000810173	16.73097	19.90392	31.80418	0	0	0
ENST00000810174	145.61619	228.57566	302.7077	0	0	0
ENST00000810179	0	0	4	2	1	5
ENST00000810180	0	0	1	10	11	6
ENST00000810193	1.92382	3.02657	4.08207	0	0	3.19898
ENST00000810194	10.16537	32.28339	36.73862	2.0506	1.02111	2.02663
ENST00000810196	9.14883	13.11513	9.54014	0	0	0
ENST00000810213	7.11826	1.01017	1	14.10696	21.14882	8
ENST00000810215	0	0	0	17.29566	14.24154	6
ENST00000810216	0	1.00886	0	3.02049	0	0
ENST00000810217	0	0	0	1.0249	3.05571	1
ENST00000810218	0	1.01017	1.1289	1.01962	0	2
ENST00000810219	0	0	0	3.07471	1.01857	1.12712
ENST00000810221	0	0	0	5.12452	4.13778	1.06633
ENST00000810222	0	0	0	0	3.01896	0
ENST00000810223	0	1.00886	0	0	1.24317	1
ENST00000810226	0	0	0	0	2.01	0
ENST00000810229	0	0	4	0	1.00174	2
ENST00000810248	2	11	2	8	13	3
ENST00000810250	0	0	0	5.66864	1.19148	8.60812
ENST00000810251	0	0	0	0	2.84212	0
ENST00000810253	0	0	0	0	0	1.21203
ENST00000810254	0	0	0	1.00606	0	1.07964
ENST00000810255	10.90909	5.62211	6.77067	32.63937	28.36782	26.54763
ENST00000810256	1.09091	4.49769	0	10.20355	23.82954	6.39354
ENST00000810257	0	1.12442	6.77067	3.49454	0	0
ENST00000810260	0	0	0	1.13577	0	0
ENST00000810261	0	0.28052	0	0	3.41262	0
ENST00000810263	0	0	1.12845	2.45559	0	2.6023
ENST00000810266	0	0	0	0	0	3.85273
ENST00000810267	3	0	0	3.38334	0	0
ENST00000810270	0	0	0	0	1.00525	0
ENST00000810272	0	0	0	1	0	0
ENST00000810278	12	4.49769	3.17918	104.30294	125.12949	81.52521
ENST00000810279	0	1.13602	2.08101	38.31604	37.61098	19.20333
ENST00000810280	0	0.28052	0	11.31933	4.55016	8.64661
ENST00000810282	0	0	0	3.40731	2.84212	2.47046
ENST00000810283	0	0	0	0	6.815	0
ENST00000810284	0	0	0	1.13725	0	1.22973
ENST00000810287	0	0	0	1.08926	0	0
ENST00000810289	0	2	0	1	1	3.18315
ENST00000810295	0	0	3	1	2	3
ENST00000810296	0	0	0	2.40371	1.05882	0
ENST00000810298	0	0	1	0	3	0
ENST00000810312	0	2	0	0	0	3
ENST00000810319	0	0	1	0	0	0
ENST00000810331	1	2	1	4	3	0
ENST00000810332	0	0	0	0	0.76079	2
ENST00000810335	8	6	8.36953	16	11.45903	22
ENST00000810339	1	1	4.45941	0	9.01939	0
ENST00000810343	0	1	0	6	5	1
ENST00000810355	0	1	0	0	0	0
ENST00000810360	43	56	71	147	215	166.98225
ENST00000810361	0	6	3	0	3.75	3.01775
ENST00000810373	3	0	10	7	1	6
ENST00000810374	13	27.88462	14	25	8	7
ENST00000810376	1	0	1	0	1	0
ENST00000810383	0	0	0	0	1	0
ENST00000810385	0	0	1	2	4.8	2
ENST00000810386	3	0	1	0	1.2	0
ENST00000810388	0	2	0	7	5	3
ENST00000810393	0	0	0	0	1	0
ENST00000810418	32	31.74139	50.5641	17.03641	22.78685	16.57423
ENST00000810419	9	1	7.33032	6.38865	15.31006	7
ENST00000810420	0	1.25096	0	4.56876	2.49969	1.3686
ENST00000810421	0	0	1.05733	1.06478	0	7.25123
ENST00000810422	6.92624	10.00766	19.42535	13.93319	9.1135	4.10579
ENST00000810423	33	27	46.61477	9.2295	8	14
ENST00000810424	15.07376	7	12.73789	2.23284	5.5979	2.70016
ENST00000810425	0	0	0	0	1.12979	0
ENST00000810427	0	1.16333	1.00648	0	2.0579	1.0638
ENST00000810428	0	0	2.01297	0	0	0
ENST00000810429	0	0	2.01322	0	1.02959	3.1955
ENST00000810430	0	0	0	7.97611	5.14389	10.63424
ENST00000810433	3	1	1	6.22162	3	7
ENST00000810457	10.63636	7	0.4	10.66667	6.85714	1.66667
ENST00000810458	2.36364	0	0.4	5.33333	1.14286	3.33333
ENST00000810464	0	2	0	1	3	1
ENST00000810467	0	0	0	1	0	0
ENST00000810469	0	0	0	7.114	4	6.34748
ENST00000810489	4e-05	3.52328	6.44879	0	9e-05	1.33096
ENST00000810490	15.0742	18.23597	22.19806	24.10357	25.18451	28.08262
ENST00000810491	4.01979	10.1311	17.15296	11.04744	6.04428	8.32062
ENST00000810492	0	1	1	7	8	2
ENST00000810493	0	0	0	1	0	1
ENST00000810506	17	7	22	19	15	26
ENST00000810507	3	2	2	2	2	0
ENST00000810510	0	0	0	0	0	1
ENST00000810536	103.22848	137.13334	183.42128	107.19304	99.94336	63.09629
ENST00000810541	0	0	0	3	0	1
ENST00000810548	0	0	1	0	0	0
ENST00000810549	1	3	4	0	0	1
ENST00000810553	1	0	1.5	0	0	0
ENST00000810562	2.03526	8.08027	5.0358	2.05263	3.04054	3
ENST00000810563	401.96474	293.91973	415.95704	75.94737	70.94595	56
ENST00000810585	0	0	0	1	0	0
ENST00000810587	0	0	0	2	1	0
ENST00000810593	2.19022	0.35622	0	11.74194	17.07218	9.70062
ENST00000810594	0	1.08989	0.63362	0	0	1.10258
ENST00000810596	0	1.8413	0	0	0	0
ENST00000810603	0	0	0	1	0	0
ENST00000810606	1	2.18457	6.1707	11	15.20838	8.07893
ENST00000810607	0	2.25346	1	0	1.02055	1.84227
ENST00000810610	3.6	2	2.66667	1	0	0.25
ENST00000810611	0	2	0	0	0	0.25
ENST00000810620	1	1	2	12	16	21
ENST00000810623	0	1	0	0	0	0
ENST00000810626	0	0.66667	1	4.2	4	3
ENST00000810627	0	0.66667	0	1.4	1.17723	0
ENST00000810629	0	0	0	1	0	2
ENST00000810630	0	0	0	0	2.34344	0
ENST00000810631	0	0	0	0	3	0
ENST00000810632	0	0	0	1	0	0
ENST00000810643	1	0	0	7	4.74773	4
ENST00000810644	0	0	1	0	3.46372	0
ENST00000810649	0	0	0	0	1	1
ENST00000810653	0	0	9	2	5	10.41624
ENST00000810658	0	1	1	0	0	0
ENST00000810663	0	0	0	4	0	0
ENST00000810669	0	0	0	1	0	5
ENST00000810674	1	2	1	0	1	1
ENST00000810683	3	3	1	6	12	5
ENST00000810695	0	0	0	0	1.34373	0
ENST00000810718	0	0	0	0	1	0
ENST00000810737	0	0	0	0	0	2
ENST00000810776	0	0	0	9	4.15794	4.12043
ENST00000810778	0	0	0	12	4.16539	2.06151
ENST00000810779	0	0	0	4	4.15794	6.18064
ENST00000810780	0.95254	0	0	12	16.66158	8.24603
ENST00000810782	0	0	0	3	5.85715	12.36128
ENST00000810783	1.04746	0	0	0	0	1.03011
ENST00000810787	7	13	29	8	20	10
ENST00000810813	0	0	2	1	2	2
ENST00000810856	13	4	4	2	4.01247	8
ENST00000810878	0	0	0	0	0	2
ENST00000810883	0	2.07721	1.07525	0	1	0
ENST00000810898	0	0	1	0	0	2
ENST00000810901	9	3	0	2	0	1
ENST00000810906	0	0	2	0	1	0
ENST00000810921	1	0	0	0	1	5
ENST00000810976	0	0	0	0	1.10518	0
ENST00000811002	1	0	1	5	10	1
ENST00000811005	0	0	0	0	4	0
ENST00000811010	0	0	0	0	2.15307	0
ENST00000811035	4	3.17914	2	4.09843	0	3
ENST00000811036	2	0	1	1	1	2
ENST00000811038	0	0	0	1.83129	1.70173	0
ENST00000811046	0	0	1	0	0	2
ENST00000811051	0	0.00652	0	6.28603	1	2.23716
ENST00000811053	0	0	0	1	0	0
ENST00000811059	0	0	0	1.0475	1.12994	1.03203
ENST00000811061	0	0	0	0	0	2.06405
ENST00000811070	0	0	1	0	0	0
ENST00000811073	0	0	0	1.04767	2.27825	1.11858
ENST00000811076	0	0	0	0	1	1
ENST00000811078	0	0	0	1.95174	0	0
ENST00000811080	0	0	0	0	0	1.03203
ENST00000811083	0	0	0	0	2.96353	0
ENST00000811098	2	0.00652	0	1.04785	0	0
ENST00000811099	1	0	0	3.14249	1	3.09608
ENST00000811109	0	0	1	0	1	0
ENST00000811110	0	0	0	0	0	1.03203
ENST00000811113	0	1	0	0	0	0
ENST00000811114	0	0	0	0	0	1.57825
ENST00000811122	0	0	0	4	4	1.13854
ENST00000811125	0	0	3	0	0	0
ENST00000811136	0	0	1.21336	0	0	0
ENST00000811139	0	0	0	0	1	0
ENST00000811140	0	1.11791	0	0	0	1.32648
ENST00000811155	0	0	1	4	5	7
ENST00000811156	0	0	0	1	1	0
